Key,English,Simplified Chinese,Traditional Chinese
careertext_logistician_full,"There has never been a shortage of need to move things around, especially while there is a continental war going on. You began your career years ago by piloting freighters for navy suppliers until you saved enough to purchase your own ship.

For the first few years of being your own boss, business was really great. Then, as the war started to slow down, even though there are still plenty of jobs, none of them pay well enough to achieve your dream of making it big for your ship and crew.

You've tried broadening your offers and seeking out new clients, but it seems that the market just isn't as lucrative as it once was. One day while the crew is loading your next haul and you are looking at your balance sheet going further and further into the negatives, ""The Letter"" arrives.","这里从不缺乏物品运送的需求，尤其是在大范围的战争期间。几年前，你就开始了自己的职业生涯，起初是为海军供应商的货艇引航，直到存下了足够的金钱购买自己的运输飞艇。

自己翻身做老板当家的前几年里，生意真是做得顺风顺水。然后，伴随着战争的停滞，尽管市面上充斥着各种工作，但没有任何一份工作的薪水足以支撑你的梦想，让你继续扩大舰队规模。

你一直在尝试降低报价以寻求新客户，但这个行业已经不似曾经那般有利可图。直到有一天，当船员们装卸着下一批货物时，你看着越来越糟糕的资产负债表，收到了“那封信”。","這裏從不缺乏物品運送的需求，尤其是在大範圍的戰爭期間。幾年前，你就開始了自己的職業生涯，起初是為海軍供應商的貨艇引航，直到存下了足夠的金錢購買自己的運輸飛艇。

自己翻身做老闆當家的前幾年裏，生意真是做得順風順水。然後，伴隨著戰爭的停滯，儘管市面上充斥著各種工作，但沒有任何一份工作的薪水足以支撐你的夢想，讓你繼續擴大艦隊規模。

你一直在嘗試降低報價以尋求新客戶，但這個行業已經不似曾經那般有利可圖。直到有一天，當船員們裝卸著下一批貨物時，你看著越來越糟糕的資產負債表，收到了“那封信”。"
careertext_industrialist_full,"Life has been quiet and fulfilling while you spend your days counting and hauling warehouse stock while optimizing your parents factory productivity over the years. The war has been exaggerating the demand of your goods and you knew it, but it is very difficult to resist the temptation to expand when there’s profit to be made.

Years passed, you inherited everything your parents own after they passed away. Then newspapers started to arrive for months with no news of battles as you also started receiving less order form the navy. You took a glance at the loan contracts you and your parents have piled up since the war began and your brain started to go to places it has never been.

You have read the news about the Great Mana Coil and new opportunities that open up in Suthseg so you bought yourself and new ship, a gunnery officer, and a crew to make the voyage. Then out of a sheer coincidence, you received “The Letter”.","多年来，你在清点与搬运仓库库存，以及尽可能优化家族工厂生产效率的每一天都过得平静而充实。你很清楚的知道，是那场大型战争夸大了您的商品战争，但当面对实打实的利润时，很难抵抗住扩张规模的诱惑。

时间一点一滴流逝，你从过世的父母手中彻底接管了一切。然而一连几个月的报纸都不再提及战争状态，你也很少接收来自海军的订单了。你看了一眼那个你和长辈们奋斗过的地方，那些积累起来的贷款合同，思绪越飘越远。

你阅读过一篇篇关于伟大魔法环的新闻，还有萨斯赛克一展头角的新鲜事，于是你决定购买一艘新的飞艇，雇佣了一名炮手和船员，开启这次航行。纯属巧合，你收到了“那封信”。","多年來，你在清點與搬運倉庫庫存，以及盡可能優化家族工廠生產效率的每一天都過得平靜而充實。你很清楚的知道，是那場大型戰爭誇大了您的商品戰爭，但當面對實打實的利潤時，很難抵抗住擴張規模的誘惑。

時間一點一滴流逝，你從過世的父母手中徹底接管了一切。然而一連幾個月的報紙都不再提及戰爭狀態，你也很少接收來自海軍的訂單了。你看了一眼那個你和長輩們奮鬥過的地方，那些積累起來的貸款合同，思緒越飄越遠。

你閱讀過一篇篇關於偉大魔法環的新聞，還有薩斯賽克一展頭角的新鮮事，於是你決定購買一艘新的飛艇，雇傭了一名炮手和船員，開啟這次航行。純屬巧合，你收到了“那封信”。"
tutorial_cameracontrol1,Locate the enemy by using middle-mouse scroll        to zoom in/out,使用鼠标滚轮缩放画面来定位敌人,使用滑鼠滾輪縮放畫面來定位敵人
tutorial_cameracontrol2,Hold right-mouse              and move to rotate the camera,按住鼠标右键          并移动以旋转镜头,按住滑鼠右鍵 並移動以旋轉鏡頭
tutorial_speedcontrol1,"Hold <style=""gold"">W</style> to reach maximum speed","按住<style=""gold"">W</style>以达到最快速度","按住<style=""gold"">W</style>以達到最快速度"
tutorial_speedcontrol2,"While the ship is in motion, hold <style=""gold"">A</style> or <style=""gold"">D</style> to turn","当船在移动过程中，按住<style=""gold"">A</style>或<style=""gold"">D</style>进行左右转向","當船在移動過程中，按住<style=""gold"">A</style>或<style=""gold"">D</style>進行左右轉向"
tutorial_speedcontrol3,"<style=""grey"">You can also control the ship's speed and turning with left-mouse button</style>","<style=""grey"">您也可以通过鼠标左键控制飞艇速度及转弯</style>  ","<style=""grey"">您也可以通過滑鼠左鍵控制飛艇速度及轉彎</style>"
tutorial_maneuver1,"Hold <style=""gold"">S</style> to decelerate and move backward","按住<style=""gold"">S</style>减速并后退","按住<style=""gold"">S</style>減速並後退"
tutorial_maneuver2,"Hold <style=""gold"">Q</style> / <style=""gold"">E</style> to strafe left and right respectively","按住<style=""gold"">Q</style>/<style=""gold"">E</style>可以实现向左/向右扫射","按住<style=""gold"">Q</style>/<style=""gold"">E</style>可以實現向左/向右掃射"
tutorial_aim1,"Move closer to the enemy and place it within your <style=""gold"">Firing Arcs</style>","靠近敌人，并将其置于您<style=""gold"">射击范围</style>内","靠近敵人，並將其置於您<style=""gold"">射擊範圍</style>內"
tutorial_aim2,"Keep the enemy in the <style=""gold"">Firing Arcs</style> to maintain your targeting then hold <style=""gold"">SPACE</style> to fire","始终保持您的敌人位于<style=""gold"">射击范围</style>中以保证您可以击中目标，按住<style=""gold"">空格键</style>对其发动攻击","始終保持您的敵人位於<style=""gold"">射擊範圍</style>中以保證您可以擊中目標，按住<style=""gold"">空格鍵</style>對其發動攻擊"
tutorial_aim3,"<style=""grey"">Get closer to improve your accuracy</style>","<style=""grey"">靠近一点以提高准确率</style>","<style=""grey"">靠近一點以提高準確率</style>"
tutorial_gamespeedcontrol1,"Click      or press <style=""gold"">X</style> to pause the game, make it easier to assess the situation","点击          或按<style=""gold"">X</style>以暂停游戏，便于评估战斗情况","點擊 或按<style=""gold"">X</style>以暫停遊戲，便於評估戰鬥情況"
tutorial_gamespeedcontrol2,"<style=""grey"">You can also accelerate the game speed with          or hold TAB</style>","<style=""grey"">您也可以通过使用或按住TAB加速游戏</style>","<style=""grey"">您也可以通過使用或按住TAB加速遊戲</style>"
tutorial_knowenemy1,Click          to open the enemy’s information panel,点击          以打开敌方信息面板,點擊 以打開敵方資訊面板
tutorial_knowenemy2,"Each part of the ship can be wrecked individually, if all <style=""gold"">Command parts</style>,
 <style=""gold"">Power plants</style>, or <style=""gold"">Drives</style> get destroyed, that ship will capsize.","飞艇的每一个部分都可以被单独损坏，但如果所有<style=""gold"">指挥部件</style>，<style=""gold"">能源装置</style>或是<style=""gold"">驱动装置</style>被摧毁，则会导致飞艇倾覆。","飛艇的每一個部分都可以被單獨損壞，但如果所有<style=""gold"">指揮部件</style>，<style=""gold"">能源裝置</style>或是<style=""gold"">驅動裝置</style>被摧毀，則會導致飛艇傾覆。"
tutorial_defeatenemy1,"Now you are ready, try to shoot the enemy down",现在，您已经准备好了，尝试击落敌人吧,現在，您已經準備好了，嘗試擊落敵人吧
tutorial_defeatenemy2,Don’t forget to lead a moving target,别忘了控制移动的目标,別忘了控制移動的目標
tutorial_installweapon1,"<style=""extgrid"">The Exterior grids</style> allow the placement of <style=""gold"">Weapons</style>, <style=""gold"">Platings</style>, and <style=""gold"">Storage parts</style>","<style=""extgrid"">外部格位</style>允许放置<style=""gold"">武器</style>、<style=""gold"">护板</style>以及<style=""gold"">存储部件</style>","<style=""extgrid"">外部格位</style>允許放置<style=""gold"">武器</style>、<style=""gold"">護板</style>以及<style=""gold"">存儲部件</style>"
tutorial_installweapon2,"Select the <style=""gold"">Weapons</style> from the left panel and place them on the <style=""lawngreen"">available grids</style>","从左侧面板中选择<style=""gold"">武器</style>并将其放置在<style=""lawngreen"">可用格位</style>中","從左側面板中選擇<style=""gold"">武器</style>並將其放置在<style=""lawngreen"">可用格位</style>中"
tutorial_installweapon3,"<style=""grey"">You can rotate the weapon with mouse scrolling</style>","<style=""grey"">您可以通过鼠标滚动来旋转武器</style>","<style=""grey"">您可以通過滑鼠滾動來旋轉武器</style>"
tutorial_installdrive1,"<style=""drvgrid"">The Drive Grids</style> allow the placement of <style=""gold"">Platings</style>, and <style=""gold"">Drives</style>","<style=""drvgrid"">驱动格位</style>允许放置<style=""gold"">护板</style>以及<style=""gold"">驱动装置</style>","<style=""drvgrid"">驅動格位</style>允許放置<style=""gold"">護板</style>以及<style=""gold"">驅動裝置</style>"
tutorial_installdrive2,"Select the <style=""gold"">Drives</style> from the left panel and place them on the <style=""lawngreen"">available grids</style>","从左侧面板中选择<style=""gold"">驱动装置</style>并将其放置在<style=""lawngreen"">可用格位</style>中","從左側面板中選擇<style=""gold"">驅動裝置</style>並將其放置在<style=""lawngreen"">可用格位</style>中"
tutorial_installpowerplant1,"<style=""intgrid"">The Interior grids</style> allow the placement of <style=""gold"">Power Plants</style>, <style=""gold"">Platings</style>, <style=""gold"">Officer Rooms</style>, and <style=""gold"">Storage parts</style>","<style=""intgrid"">内部装置格位</style>允许放置<style=""gold"">能源装置</style>、<style=""gold"">护板</style>、<style=""gold"">军官房间</style>以及<style=""gold"">存储部件</style>","<style=""intgrid"">內部裝置格位</style>允許放置<style=""gold"">能源裝置</style>、<style=""gold"">護板</style>、<style=""gold"">軍官房間</style>以及<style=""gold"">存儲部件</style>"
tutorial_installpowerplant2,"Select the <style=""gold"">Power Plants</style> and <style=""gold"">Officer Room</style> from the left panel and place them on the <style=""lawngreen"">available grids</style>","从左侧面板中选择<style=""gold"">能源装置</style>和<style=""gold"">军官房间</style>并将其放置在<style=""lawngreen"">可用格位</style>中","從左側面板中選擇<style=""gold"">能源裝置</style>和<style=""gold"">軍官房間</style>並將其放置在<style=""lawngreen"">可用格位</style>中"
tutorial_installpowerplant3,"<style=""grey"">An airship needs at least one officer room and a surplus power generation to be functional.</style>","<style=""grey"">一艘飞艇至少需要一个军官房间和一个备用发动装置才能正常工作。</style>","<style=""grey"">一艘飛艇至少需要一個軍官房間和一個備用發動裝置才能正常工作。</style>"
tutorial_installstorage1,"<style=""strgrid"">The Storage grids</style> only allow the placement of <style=""gold"">Storage rooms</style>","<style=""strgrid"">存储格位</style>仅允许放置<style=""gold"">储物室</style>","<style=""strgrid"">存儲格位</style>僅允許放置<style=""gold"">儲物室</style>"
tutorial_installstorage2,"Select the <style=""gold"">Storage rooms</style> from the left panel and place them on the <style=""lawngreen"">available grids</style>","从左侧面板中选择<style=""gold"">储物室</style>并将其放置在<style=""lawngreen"">可用格位</style>中","從左側面板中選擇<style=""gold"">儲物室</style>並將其放置在<style=""lawngreen"">可用格位</style>中"
tutorial_installstorage3,"<style=""grey"">Ammo storages are essential for your weapons, make sure to have a proper 
number of them for your combat strategy.</style>","<style=""grey"">弹药储备对您的战斗而言至关重要，请确保有合适的弹药库，为您的战斗策略提供充足弹药。</style>","<style=""grey"">彈藥儲備對您的戰鬥而言至關重要，請確保有合適的彈藥庫，為您的戰鬥策略提供充足彈藥。</style>"
tutorial_installplating1,"<style=""pltgrid"">The Plating grids</style> only allow the placement of <style=""gold"">Protection parts</style>","<style=""pltgrid"">护板格位</style>仅允许放置<style=""gold"">保护性部件</style>","<style=""pltgrid"">護板格位</style>僅允許放置<style=""gold"">保護性部件</style>"
tutorial_installplating2,"Select the <style=""gold"">Protection parts</style> from the left panel and place them on the <style=""lawngreen"">available grids</style>","从左侧面板选择<style=""gold"">保护性部件</style>并将其放置在<style=""lawngreen"">可用格位</style>中","從左側面板選擇<style=""gold"">保護性部件</style>並將其放置在<style=""lawngreen"">可用格位</style>中"
tutorial_installofficer1,Officers provide new strategic options and parameter boosts for your airship,军官们将为您的飞艇提供更多战略选择和参数提升,軍官們將為您的飛艇提供更多戰略選擇和參數提升
tutorial_installofficer2,"Select <style=""gold"">Nathaniel</style> from the <style=""gold"">Officer Tab</style> and assign him to the <style=""gold"">Captain Slot</style>","从<style=""gold"">军官选项卡</style>中选择<style=""gold"">纳撒尼尔</style>，将其分配至<style=""gold"">船长职位</style>","從<style=""gold"">軍官選項卡</style>中選擇<style=""gold"">納撒尼爾</style>，將其分配至<style=""gold"">船長職位</style>"
tutorial_coloring1,"Click on the <style=""gold"">Coloring button</style> to enter the <style=""gold"">Visual customization mode</style>","点击<style=""gold"">着色</style>按钮进入<style=""gold"">视觉自定义模式</style>","點擊<style=""gold"">著色</style>按鈕進入<style=""gold"">視覺自定義模式</style>"
tutorial_coloring2,Pick new colors for your ship and click on the button again to return,为您的飞艇选择新的颜色，并再次点击按钮返回,為您的飛艇選擇新的顏色，並再次點擊按鈕返回
tutorial_aim4,Each weapon has its own cooldown timer,每一种武器都有自己的冷却时长,每一種武器都有自己的冷卻時長
tutorial_aim5,"The respective weapon status bar will be increased
once a weapon is ready to fire again.",一旦某个武器准备好再次射击，便会增加相应的武器状态栏。,一旦某個武器準備好再次射擊，便會增加相應的武器狀態欄。
tutorial_shipyardfinish1,"Make sure that you complete your <style=""gold"">Checklist</style>","请确保您完成了<style=""gold"">核对表</style>","請確保您完成了<style=""gold"">核對表</style>"
tutorial_shipyardfinish2,"Click on the <style=""gold"">Finish</style> button to complete you airship customization","点击<style=""gold"">完成</style>按钮以退出飞艇定制","點擊<style=""gold"">完成</style>按鈕以退出飛艇定制"
pvp_lobby_match_size_1v1,1 VS 1,1 VS 1,1 VS 1
pvp_lobby_match_size_2v2,2 VS 2,2 VS 2,2 VS 2
pvp_lobby_match_size_3v3,3 VS 3,3 VS 3,3 VS 3
pvp_budget_unlimited,UNLIMITED,无限,無限
pvp_loading_screen_header,LOADING MULTIPLAYER GAME...,正在加载多人游戏……,正在加載多人遊戲……
pvp_loading_screen_progress,Sending data (0) of (0),正在发送(0)的数据(0),正在發送(0)的數據(0)
pvp_match_start_countdown,Starting in: (1),预计匹配时间：(1),預計匹配時間：(1)
pvp_match_result_winner,WINNER,赢家,贏家
supplystation_currentsupply,Current Supply,当前物资,當前物資
supplystation_perunit,Per Unit,每单位,每單位
supplystation_total,Total,总计,總計
option_mappanning,Map Panning,缩放地图,縮放地圖
shipattribute_boardingpower,Boarding Power :,登船动力：,登船動力：
shipattribute_boardingresist,Boarding Resist :,登船阻力：,登船阻力：
shipattribute_thrustefficiency,Thrust Efficiency :,推动效率：,推動效率：
shipattribute_maneuveringefficiency,Maneuvering Efficiency :,机动效率：,機動效率：
shipattribute_turnefficiency,Turn Efficiency :,转向效率：,轉向效率：
shipattribute_powergenerationefficiency,Power Generation Efficiency :,能源生成效率：,能源生成效率：
shipattribute_shieldgenerationefficiency,Shield Generation Efficiency :,护盾生成效率：,護盾生成效率：
shipattribute_drivereadyingtime,Drive Readying Time :,驱动准备时间：,驅動準備時間：
shipattribute_driveprimingtime,Drive Priming Time :,驱动启动时间：,驅動啟動時間：
shipattribute_accelerationfactor,Acceleration Factor :,加速系数：,加速係數：
shipattribute_maxcruisingdrivefactor,Max Cruising Drive Factor :,最大巡航系数：,最大巡航係數：
shipattribute_protectedcrew,Protected Crew :,受保护船员：,受保護船員：
shipattribute_materialstorage,Materials Storage :,材料储量：,材料儲量：
shipattribute_powerstorage,Power Storage :,能源储量：,能源儲量：
shipattribute_ammostorage,Ammo Storage :,弹药储量：,彈藥儲量：
option_setting_orbitsensitivity,Orbit Sensitivity,轨道灵敏度,軌道靈敏度
combat_gameover,Game Over,游戏结束,遊戲結束
warehousetext_singletransfer,: Transfer one,：单个转移,：單個轉移
warehousetext_stacktransfer,: Transfer stack,：大量转移,：大量轉移
warehousetext_duplicatedtransfer,: Transfer identical,：同类转移,：同類轉移
surrender_currenteagle,Current Eagle,现有鹰币,現有鷹幣
surrender_amounttopay,Amount to pay,需支付数额,需支付數額
partpopup_dmgnegation,Dmg Negation,减伤,減傷
partpopup_selfhardening,Self Hardening,单次损伤上限,單次損傷上限
partpopup_tag_dampening,Dampening,阻尼,阻尼
partpopup_tag_denypen,Deny Pen.,///,///
partpopup_damage,Damage,伤害,傷害
partpopup_blastradius,Blast Radius,爆破半径,爆破半徑
partpopup_integrity,Integrity,完整度,完整度
partpopup_crewdamage,Crew Damage,船员伤害,船員傷害
partpopup_projectilespeed,Projectile Speed,弹丸速度,彈丸速度
partpopup_turnrate,Turn rate,转向速度,轉向速度
partpopup_shieldandrecharge,Shield/Recharge,护罩/充电,護罩/充電
partpopup_resistance,Resistance,减伤,減傷
partpopup_timetofulldamage,Time to full damage,导致完全损坏的时间,導致完全損壞的時間
partpopup_trackingradius,Tracking Radius,追踪半径,追蹤半徑
partpopup_armedradius,Armed Radius,武装半径,武裝半徑
partpopup_range,Range,射程,射程
partpopup_firingarc,Firing Arc,射击角度,射擊角度
partpopup_ammostorageandpershot,Ammo Storage/Per shot,弹药储存/每次射击,彈藥儲存/每次射擊
partpopup_fighterspeed,Fighter Speed,射速,射速
partpopup_reload,Reload,重新装填,重新裝填
partpopup_cruisingpreparetime,Cruise Priming Time,巡航准备时间,巡航準備時間
partpopup_cruisingcountdowntime,Cruise Activation Time,巡航倒计时,巡航倒計時
partpopup_cruisingacceleration,Cruising Acceleration,巡航加速度,巡航加速度
partpopup_maxcruisingspeed,Max Cruising Thrust,最大巡航速度,最大巡航速度
partpopup_tag_mana,Mana,魔法,魔法
partpopup_tag_explosive,Explosive,爆炸性,爆炸性
partpopup_tag_interceptor,Interceptor,拦截,攔截
partpopup_tag_piercing,Penetration,穿透,穿透
partpopup_materialstorage,Materials Storage,材料储存,材料儲存
partpopup_maximummorale,Maximum Morale,最大士气,最大士氣
partpopup_protectedcrew,Protected Crew,受保护船员,受保護船員
partpopup_boardingdefense,Boarding Defense,登船防御,登船防禦
partpopup_manaweapondamage,Mana Weapon Damage,魔法武器伤害,魔法武器傷害
partpopup_materialgeneration,Materials Generation,材料生成,材料生成
partpopup_fuelstorage,Fuel Storage,燃料储存,燃料儲存
partpopup_fuelgeneration,Fuel Generation,燃料生成,燃料生成
partpopup_boardingdamage,Boarding Damage,登船伤害,登船傷害
partpopup_boardingrange,Boarding Range,登船半径,登船半徑
partpopup_passiverepair,Passive Repair,被动修复,被動修復
partpopup_activerepair,Active Repair,主动修复,主動修復
partpopup_shipaccuracy,Ship Accuracy,飞艇精度,飛艇精度
partpopup_shiptravelmorale,Ship Travel Morale,飞艇旅行士气,飛艇旅行士氣
partpopup_shipbattlemorale,Ship Battle Morale,飞艇战斗士气,飛艇戰鬥士氣
partpopup_weaponexplosiveradius,Weapon Explosive Radius,武器爆炸半径,武器爆炸半徑
menu_demoversion,Demo version,Demo版本,Demo版本
shipattribute_sizeandmass,Airframe Size/Mass :,机身尺寸/质量,機身尺寸/品質
shipattribute_thrustturnmaneuveringeff,Thrust/Turn/Maneuvering Eff. :,推力/转向/操作效率：,推力/轉向/操作效率：
shipattribute_powershieldgenerationeff,Power/Shield Generation Eff. :,能源/护盾生成效率：,能源/護盾生成效率：
shipattribute_crewprotectedcrew,Crew/Protected Crew :,船员/受保护船员：,船員/受保護船員：
shipattribute_repairteam,Repair Team :,维修团队：,維修團隊：
shipattribute_cargoslot,Cargo Slot :,货舱舱位：,貨艙艙位：
shipattribute_boardingpowerresist,Boarding Power/Resist :,登船力量/抵抗：,登船力量/抵抗：
shipattribute_cruisingspecification,CRUISING SPECIFICATION,巡航标准,巡航標準
shipattribute_fuelstorageconsumptionpersec,Fuel Storage/Consumption per Sec :,燃料储存/每秒消耗量：,燃料儲存/每秒消耗量：
shipattribute_drivereadyingprimingtime,Drive Readying/Priming Time :,驱动准备/启动时间：,驅動準備/啟動時間：
hangar_airframeinformation,AIRFRAME INFORMATION,飞艇信息,飛艇資訊
option_quickinteraction,Quick Interaction,快速交互,快速交互
shipyard_shipcolor_header,Ship color,飞艇颜色,飛艇顏色
shipyard_btn_shipcolor1,color 1,颜色1,顏色1
shipyard_btn_shipcolor2,color 2,颜色2,顏色2
officer_careermaxlv,Officer level has been maxed out.,军官级别已达到上限。,軍官級別已達到上限。
supplystation_paycondition,for each crew per hour. The fee will rise for accumalative reseting (refresh weekly),每个船员每小时，将增加累计重置数据（每周更新））,每個船員每小時，將增加累計重置數據（每週更新））
supplystation_available,AVAILABLE IN:,可用于：,可用於：
supplystation_resthour,hr.,小时,小時
supplystation_restmin,mins,分钟,分鐘
supplystation_hour,HOURS:,小时：,小時：
option_battleclicknavigate,Battle click to navigate,战斗点击导航,戰鬥點擊導航
option_travelclicknavigate,Travel click to navigate,航行点击导航,航行點擊導航
playerprofile_playerinformation,Player Information,玩家信息,玩家信息
playerprofile_companyprofile,Company Profile,公司简介,公司簡介
playerprofile_logocolor,Logo Color,徽标颜色,徽標顏色
pvp_lobby_shipname,Ship name,飞艇名称,飛艇名稱
pvp_lobby_cost,Cost,费用,費用
partpopup_armorpiercing,Negate Resistance,武器穿甲,武器穿甲
battleturnback_turnback,Turn Back,返回,返回
battleturnback_youareleavingstoryencounter,You cannot leave a story encounter,您将退出该事件,您將退出該事件
supplystation_restuntil,REST UNTIL,休息至,休息至
option_vsync,V-Sync,垂直同步,垂直同步
battleretreat_leavingcombatarea,Leaving Combat Area,离开作战区域,離開作戰區域
option_gamma_main,Gamma Correction,伽马值校正,伽馬值校正
option_gamma_calibration,Calibration,校准,校準
option_gamma_text,Adjust the slider so that the left-most image is barely visible,调整该滑块，可使最左侧图像不可视,調整該滑塊，可使最左側圖像不可視
partpopup_pershot,Per Shot,每次射击,每次射擊
option_bulktypetransactionmodifier,Bulk Type Transaction Modifier,批量操作,批量操作
option_officerselectionhold,Officer Selection [Hold],军官选择【长按】,軍官選擇【長按】
option_rightclicktostop,Right click to stop cruising,右键单击可停止巡航,右鍵單擊可停止巡航
option_mapping_advanceimmersive,Advance immersive conversation,沉浸式对话,沉浸式對話
option_mapping_advancedramatic,Advance DRAMATIC conversation,戏剧性对话,戲劇性對話
demo_joinourdiscord,Discord Server,加入我们的QQ,加入我們的QQ
demo_addtowishlist,Add to wishlist,加入愿望单,加入願望單
demo_joinustoday,Join us today!,立即加入我们！,立即加入我們！
demo_tovisitexplore,"to visit, explore, and establish your influence",访问，探索，并建立属于你自己的影响力,訪問，探索，並建立屬於你自己的影響力
demo_over70settlements,Over 70 settlements,超过70个定居点,超過70個定居點
demo_uniquefacilites,unique facilites,独特的设计,獨特的設計
demo_and,and,和,和
demo_over100craftable,Over 100 craftable items,远超100件工艺品,遠超100件工藝品
demo_tounlockeachwith,"to unlock, each with unique skills and storyline",解锁每个人独特的技能和故事情节,解鎖每個人獨特的技能和故事情節
demo_over20officers,Over 20 officers,超过20名军官供你选择,超過20名軍官供你選擇
demo_withfullcustomization,with full customization options,具有完整的自定义选项,具有完整的自定義選項
demo_over30airships,Over 30 uniquely designed airships,30多艘设计独特的飞艇,30多艘設計獨特的飛艇
demo_andsandboxcontent,and sandbox content,还有沙盒内容,還有沙盒內容
demo_100hoursofsidestory,100+ hours of side stories,100+小时以上的故事体验,100+小時以上的故事體驗
demo_thatculminateinto,that culminate  into and epic world-changing event,您最终将参与到史诗级、足以改变世界的事件中,您最終將參與到史詩級、足以改變世界的事件中
demo_20hoursofstoryline,20+ hours of intense storyline,20+小时紧张刺激的故事线,20+小時緊張刺激的故事線
demo_inthefullgame,In the full game you'll find:,在完整游戏中，您会发现：,在完整遊戲中，您會發現：
demo_thankyouforplaying,THANK YOU FOR PLAYING,感谢您的体验,感謝您的體驗
demo_body1,"<style=""darkgold"">20+ hours of intense storyline</style> that culminate into and epic world-changing event","<style=""darkgold"">20+小时紧张刺激的故事线</style> 您最终将参与到史诗级、足以改变世界的事件中","<style=""darkgold"">20+小時緊張刺激的故事線</style> 您最終將參與到史詩級、足以改變世界的事件中"
demo_body2,"<style=""darkgold"">100+ hours of side stories</style> and sandbox content","<style=""darkgold"">100+小时以上的故事体验</style> 还有沙盒内容","<style=""darkgold"">100+小時以上的故事體驗</style> 还有沙盒内容"
demo_body3,"<style=""darkgold"">Over 30 uniquely designed airships</style> with full customization options","<style=""darkgold"">30多艘设计独特的飞艇</style> 具有完整的自定义选项","<style=""darkgold"">30多艘設計獨特的飛艇</style> 具有完整的自定義選項"
demo_body4,"<style=""darkgold"">Over 20 officers</style> to unlock, each with unique skills and storyline","<style=""darkgold"">超过20名军官供你选择</style> 解锁每个人独特的技能和故事情节","<style=""darkgold"">超過20名軍官供你選擇</style> 解鎖每個人獨特的技能和故事情節"
demo_body5,"<style=""darkgold"">Over 100 craftable items</style> and <style=""darkgold"">unique facilites</style>","<style=""darkgold"">远超100件工艺品</style> 和 <style=""darkgold"">独特的设计</style>","<style=""darkgold"">遠超100件工藝品</style> 和 <style=""darkgold"">獨特的設計</style>"
demo_body6,"<style=""darkgold"">Over 70 settlements</style> to visit, explore, and establish your influence","<style=""darkgold"">超过70个定居点</style> 访问，探索，并建立属于你自己的影响力","<style=""darkgold"">超過70個定居點</style> 訪問，探索，並建立屬於你自己的影響力"
ui_context_sensitive_navigationmap,Navigation Map,导航地图,導航地圖
ui_dlc_header,Downloadable content,可下载内容,可下載內容
ui_dlc_installed,Installed,已安装,已安裝
ui_dlc_not_installed,Not installed,未安装,未安裝
ui_dlc_detected_header,New DLCs/Mods deteced,检测到新的DLC或模块,檢測到新的DLC或模組
ui_dlc_detected_description,Save played with this game settings may be incompatible if the recent DLCs/Mods are removed.,如果删除最新的DLC或模块，可能导致游戏保存设置不兼容。,如果刪除最新的DLC或模組，可能導致遊戲保存設置不相容。
ui_saveload_dlc_missing,DLC missing,DLC丢失,DLC丟失
ui_dlc_detected_agree,Agree,同意,同意
production_orderlimitreached,Order Limit Reached,已达到限额,已達到限額
partpopup_resupplytime,Resupply Time,再补给时间,再補給時間
partpopup_resupplycost,Resupply Cost,再补给成本,再補給成本
ui_travel_minimap_clicktoexpand,Click to Expand,单击展开,單擊展開
supplystation_paycrewcondition,for each crew per hour.,每个船员每小时,每個船員每小時
ui_travel_worldmap_select,Select,选择,選擇
ui_travel_worldmap_zoom,Scroll to Zoom,滚动缩放,滾動縮放
ui_travel_worldmap_pan,Hold to Pan,按住移动,按住移動
ui_travel_worldmap_cancel,Cancel,取消,取消
option_framelimit_title,Frame Limit,帧数限制,幀數限制
